churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text
CE-48e5d0a7,A-9e9f30,2021-12-29,competitor,100.53,False,False,False,Found a cheaper alternative.
CE-8150adf7,A-f6b94c,2023-12-04,features,0.0,False,False,False,Budget cuts forced us to cancel.
CE-a4293beb,A-7f7de2,2021-07-17,pricing,0.0,False,False,False,
CE-1d3a3946,A-64ddde,2023-04-23,competitor,0.0,False,False,False,Budget cuts forced us to cancel.
CE-98aa1e79,A-f3890c,2021-12-31,features,346.3,False,False,False,Budget cuts forced us to cancel.
CE-0dc07c2e,A-9f521d,2023-09-22,features,0.0,False,False,False,Pricing increased beyond our budget.
CE-8d1d6974,A-e1b1a4,2022-09-25,features,287.91,True,True,False,Team no longer needed this functionality.
CE-29b84f2c,A-d5aaf6,2024-04-05,budget,479.49,False,True,False,Tool didn't integrate well with our stack.
CE-ca55eacc,A-4ef13f,2022-08-04,features,0.0,False,False,True,Found a cheaper alternative.
CE-5c4cbd83,A-67e8d1,2023-01-10,pricing,484.75,False,True,False,Team no longer needed this functionality.
CE-8479ffde,A-45a1c6,2024-05-11,support,0.0,True,False,False,
CE-6a8a7a75,A-cf45d3,2023-02-25,pricing,0.0,False,True,False,Product lacked key features we needed.
CE-302fe4d1,A-f60e4b,2023-12-05,budget,0.0,False,False,False,Product lacked key features we needed.
CE-cab10a09,A-abbbd0,2024-08-04,features,0.0,False,False,False,Product lacked key features we needed.
CE-fc56e9bd,A-205093,2021-06-13,features,0.0,False,False,False,Pricing increased beyond our budget.
CE-8e9f0474,A-c402fb,2021-12-09,budget,0.0,False,False,False,Pricing increased beyond our budget.
CE-37459599,A-c4599d,2023-07-07,pricing,0.0,False,False,False,Team no longer needed this functionality.
CE-a02d5aea,A-ba7802,2022-11-03,competitor,233.8,True,False,False,Budget cuts forced us to cancel.
CE-dc3155b6,A-a91287,2023-11-03,pricing,304.57,False,True,False,Pricing increased beyond our budget.
CE-30f10c04,A-2ca16b,2023-05-13,features,0.0,False,False,False,Tool didn't integrate well with our stack.
CE-7dd142fb,A-8a2dcf,2021-01-29,features,65.27,True,False,False,Product lacked key features we needed.
CE-93d165f8,A-410bfd,2022-07-31,budget,0.0,False,False,False,Found a cheaper alternative.
CE-d15e83a1,A-9a2c4f,2023-03-15,features,0.0,True,True,True,
CE-cf1650d6,A-93381a,2024-07-10,competitor,367.92,False,False,False,
CE-5d35588e,A-741acd,2023-08-28,budget,0.0,True,False,True,Pricing increased beyond our budget.
CE-44c2efcf,A-b2adb9,2021-12-09,unknown,0.0,False,False,False,Team no longer needed this functionality.
CE-676d5377,A-a771e3,2021-03-17,support,0.0,False,False,False,Found a cheaper alternative.
CE-940f629e,A-04a246,2024-10-12,competitor,0.0,False,False,False,Budget cuts forced us to cancel.
